"ID","Surfweight","Year","Age","Sex","Ethnicity","Edu","LFS","Partner","Parent","NumberChildren","Tenure","HhIncome","NZDep","Migrant","Disability","HomeAfford","LifeSatisfy","LifeWorth","Health","TeReo","GovTereo","Selfactual","Trust","TrustPolice","TrustMedia","TrustParliament","Voted","Mwb","Housecold","Housedamp","Moves","AccessMed","AccessGreen","AccessPt","NeighConnect","NeighCrime","Victim","Discrim","Lonely","Hardtalk","AgeC","SexC","DisabilityC","EthnicityC","VotedC","LFSC"
375,799.9587,2021,"45-54","Female","Maori",4,"Employed",1,1,1,1,3,6,4,"not disabled",9,10,10,5,1,3,5,10,10,10,10,"No",18,2,1,NA,NA,NA,NA,NA,9,0,0,1,1,4,1,0,1,0,1
376,7351.79,2021,"65+","Female","European/Other",2,"Employed",0,0,0,2,2,4,1,"not disabled",7,7,8,3,1,2,4,6,8,6,5,"Yes",18,2,2,NA,NA,NA,NA,NA,4,0,0,2,4,6,1,0,4,1,1
377,5148.355,2021,"45-54","Female","European/Other",2,"Employed",1,1,2,2,1,10,1,"not disabled",5,8,8,4,1,1,4,7,7,5,6,"Yes",20,1,2,NA,NA,NA,NA,NA,4,0,1,1,1,4,1,0,4,1,1
378,2138.386,2021,"65+","Male","European/Other",3,"Not in the labour force",1,0,0,2,3,7,6,"Disabled",10,5,5,4,1,2,4,6,10,4,6,"Yes",20,1,1,NA,NA,NA,NA,NA,8,0,0,2,3,6,0,1,4,1,3
379,284.0991,2021,"55-64","Male","Maori",1,"Not in the labour force",0,0,0,3,2,8,1,"Disabled",1,2,5,1,1,5,1,0,2,0,0,"No",2,4,2,NA,NA,NA,NA,NA,8,0,0,2,5,5,0,1,1,0,3
380,179.2523,2021,"65+","Male","Maori",3,"Unemployed",0,0,0,1,1,5,1,"not disabled",6,6,8,2,1,2,4,5,5,6,5,"Yes",5,4,2,NA,NA,NA,NA,NA,5,0,0,1,1,6,0,0,1,1,2
381,179.2523,2021,"55-64","Female","Maori",2,"Unemployed",0,0,0,3,2,8,6,"not disabled",4,8,8,4,1,4,5,9,9,9,5,"Yes",10,2,2,NA,NA,NA,NA,NA,8,0,0,2,1,5,1,0,1,1,2
382,1669.389,2021,"45-54","Female","European/Other",4,"Employed",1,1,4,1,3,1,1,"not disabled",8,8,8,4,1,2,5,8,9,6,4,"Yes",18,1,2,NA,NA,NA,NA,NA,3,0,0,1,2,4,1,0,4,1,1
383,4145.708,2021,"25-34","Male","European/Other",3,"Employed",1,1,1,3,2,8,4,"not disabled",5,10,10,4,1,4,4,10,10,9,10,"No",13,1,1,NA,NA,NA,NA,NA,9,0,0,1,3,2,0,0,4,0,1
384,193.0933,2021,"45-54","Male","Asian",4,"Not in the labour force",1,0,0,1,3,1,6,"not disabled",4,8,9,5,1,1,3,8,8,7,6,"Yes",19,1,1,NA,NA,NA,NA,NA,2,0,1,1,2,4,0,0,3,1,3
385,1080.325,2021,"45-54","Male","Asian",2,"Employed",1,1,2,1,3,4,5,"not disabled",8,7,5,5,1,4,5,7,9,8,7,"No",20,1,2,NA,NA,NA,NA,NA,3,0,0,3,3,4,0,0,3,0,1
386,1216.222,2021,"35-44","Female","European/Other",1,"Not in the labour force",0,0,0,2,3,4,2,"not disabled",8,6,6,2,2,3,4,8,8,7,8,"Yes",18,1,1,NA,NA,NA,NA,NA,2,0,0,2,1,3,1,0,4,1,3
387,2554.761,2021,"25-34","Female","European/Other",4,"Employed",1,1,1,1,2,9,1,"not disabled",5,8,8,4,2,4,5,7,9,7,8,"No",16,99,1,NA,NA,NA,NA,NA,9,0,0,3,2,2,1,0,4,0,1
388,3210.625,2021,"35-44","Female","European/Other",3,"Employed",1,0,0,3,2,6,2,"not disabled",8,6,7,2,1,4,5,8,9,7,9,"Yes",17,2,1,NA,NA,NA,NA,NA,2,0,0,1,1,3,1,0,4,1,1
389,1637.992,2021,"65+","Female","European/Other",3,"Not in the labour force",1,0,0,2,2,8,1,"not disabled",7,8,9,4,2,3,5,7,7,4,7,"Yes",19,1,1,NA,NA,NA,NA,NA,3,0,0,1,2,6,1,0,4,1,3
390,3338.979,2021,"15-24","Female","European/Other",1,"Employed",0,0,0,3,2,5,2,"not disabled",8,6,6,4,1,5,4,7,6,4,5,"Yes",15,2,1,NA,NA,NA,NA,NA,9,0,1,2,3,1,1,0,4,1,1
391,1003.061,2021,"45-54","Female","European/Other",2,"Not in the labour force",1,1,3,1,3,6,1,"not disabled",10,8,7,3,1,1,2,3,3,1,1,"Yes",8,1,1,NA,NA,NA,NA,NA,3,0,1,1,2,4,1,0,4,1,3
392,1050.028,2021,"45-54","Male","European/Other",4,"Not in the labour force",1,0,0,1,3,6,1,"not disabled",9,8,9,4,2,5,5,10,8,7,7,"Yes",20,1,1,NA,NA,NA,NA,NA,3,0,0,1,2,4,0,0,4,1,3
393,1050.028,2021,"15-24","Male","European/Other",3,"Not in the labour force",1,0,0,3,3,3,1,"not disabled",10,7,7,3,2,4,3,7,8,4,6,"Yes",6,3,3,NA,NA,NA,NA,NA,9,0,1,3,3,1,0,0,4,1,3
394,6999.107,2021,"45-54","Female","European/Other",4,"Employed",1,0,0,2,3,1,6,"not disabled",5,8,2,3,1,2,5,8,5,2,5,"Yes",20,1,1,NA,NA,NA,NA,NA,3,0,0,1,6,4,1,0,4,1,1
395,1200.34,2021,"65+","Male","European/Other",3,"Not in the labour force",0,0,0,2,2,5,1,"Disabled",10,10,10,3,1,5,3,7,10,5,9,"Yes",15,2,1,NA,NA,NA,NA,NA,5,0,0,3,2,6,0,1,4,1,3
396,2140.218,2021,"65+","Male","European/Other",1,"Not in the labour force",0,0,0,2,3,4,2,"not disabled",10,7,7,4,1,3,5,8,10,7,0,"Yes",20,1,1,NA,NA,NA,NA,NA,4,1,0,3,3,6,0,0,4,1,3
397,4823.685,2021,"65+","Male","European/Other",3,"Employed",0,0,0,2,3,3,1,"not disabled",5,10,10,3,1,3,5,7,9,6,9,"Yes",17,1,1,NA,NA,NA,NA,NA,3,0,1,1,2,6,0,0,4,1,1
398,5889.581,2021,"35-44","Male","European/Other",4,"Employed",1,1,2,1,2,1,6,"not disabled",4,6,4,3,1,4,3,7,5,5,6,"Yes",9,4,2,NA,NA,NA,NA,NA,8,0,0,2,3,3,0,0,4,1,1
399,5889.581,2021,"25-34","Male","European/Other",4,"Employed",1,1,1,1,3,2,1,"not disabled",8,8,7,2,2,4,3,5,10,4,9,"Yes",11,2,2,NA,NA,NA,NA,NA,9,0,0,1,2,2,0,0,4,1,1
400,1317.623,2021,"15-24","Male","Asian",2,"Employed",0,0,0,3,3,1,1,"not disabled",6,6,5,5,2,5,5,8,8,4,5,"Yes",9,1,2,NA,NA,NA,NA,NA,8,1,1,3,3,1,0,0,3,1,1
401,3406.158,2021,"55-64","Female","European/Other",4,"Employed",0,0,0,3,2,10,6,"not disabled",5,0,8,5,1,4,4,5,8,8,6,"Yes",19,1,1,NA,NA,NA,NA,NA,3,0,0,3,6,5,1,0,4,1,1
402,10077.94,2021,"55-64","Female","European/Other",2,"Employed",1,0,0,2,3,3,1,"not disabled",5,9,9,4,1,1,5,7,8,7,7,"Yes",16,2,1,NA,NA,NA,NA,NA,3,0,0,1,3,5,1,0,4,1,1
403,1530.995,2021,"65+","Male","European/Other",1,"Employed",0,0,0,1,1,6,1,"not disabled",9,6,7,5,1,5,3,8,8,2,6,"Yes",14,2,2,NA,NA,NA,NA,NA,3,0,1,2,4,6,0,0,4,1,1
404,1867.762,2021,"15-24","Female","European/Other",1,"Not in the labour force",0,0,0,1,2,5,1,"not disabled",5,6,5,3,1,3,5,8,6,4,5,"Yes",20,1,1,NA,NA,NA,NA,NA,8,1,0,1,2,1,1,0,4,1,3
405,6728.614,2021,"65+","Female","European/Other",1,"Employed",0,0,0,2,2,1,1,"not disabled",7,10,10,5,1,1,5,8,9,4,7,"Yes",20,1,1,NA,NA,NA,NA,NA,8,0,0,2,1,6,1,0,4,1,1
406,6709.732,2021,"65+","Male","European/Other",1,"Employed",0,0,0,1,2,10,1,"Disabled",3,10,9,4,1,5,5,5,9,9,9,"Yes",11,1,1,NA,NA,NA,NA,NA,8,0,0,1,1,6,0,1,4,1,1
407,1619.464,2021,"45-54","Male","Maori",4,"Employed",0,0,0,3,1,8,1,"not disabled",0,3,3,3,3,5,4,5,9,6,6,"Yes",10,1,1,NA,NA,NA,NA,NA,3,0,0,1,6,4,0,0,1,1,1
408,505.0661,2021,"45-54","Male","Maori",3,"Not in the labour force",1,1,1,1,2,1,6,"not disabled",0,9,9,3,1,5,3,9,9,4,7,"Yes",20,1,1,NA,NA,NA,NA,NA,3,0,0,2,2,4,0,0,1,1,3
409,1769.356,2021,"55-64","Female","Maori",1,"Not in the labour force",0,0,0,3,3,3,2,"not disabled",5,9,10,4,1,3,5,8,10,6,2,"Yes",19,1,1,NA,NA,NA,NA,NA,3,0,0,1,1,5,1,0,1,1,3
410,365.3888,2021,"55-64","Male","Maori",4,"Not in the labour force",0,0,0,3,2,10,6,"not disabled",5,5,7,2,1,4,4,5,6,4,6,"Yes",12,4,2,NA,NA,NA,NA,NA,1,1,0,1,1,5,0,0,1,1,3
411,3390.162,2021,"35-44","Male","Maori",3,"Employed",1,1,1,2,3,10,1,"not disabled",7,7,7,2,1,2,3,6,6,4,3,"No",10,3,2,NA,NA,NA,NA,NA,2,0,1,3,1,3,0,0,1,0,1
412,1454.919,2021,"55-64","Male","European/Other",3,"Not in the labour force",0,0,0,2,1,1,2,"not disabled",5,6,9,3,1,3,4,4,4,3,5,"Yes",7,2,1,NA,NA,NA,NA,NA,4,0,1,1,3,5,0,0,4,1,3
413,7416.678,2021,"15-24","Female","European/Other",1,"Employed",0,0,0,2,3,6,1,"not disabled",7,8,8,4,2,4,4,6,8,5,5,"Not Eligible",15,1,1,NA,NA,NA,NA,NA,8,0,0,1,2,1,1,0,4,99,1
414,10812.39,2021,"65+","Female","European/Other",3,"Not in the labour force",0,0,0,3,1,9,3,"Disabled",5,5,6,1,1,3,4,6,2,0,1,"Yes",6,1,1,NA,NA,NA,NA,NA,5,0,0,5,2,6,1,1,4,1,3
415,12800.13,2021,"35-44","Male","European/Other",4,"Employed",0,1,3,1,3,4,1,"not disabled",3,8,7,4,2,5,5,7,6,2,6,"Yes",19,4,2,NA,NA,NA,NA,NA,4,1,0,3,4,3,0,0,4,1,1
416,89.28954,2021,"65+","Male","European/Other",1,"Unemployed",1,0,0,2,1,8,1,"not disabled",5,10,10,4,1,1,5,6,10,6,5,"Yes",19,1,1,NA,NA,NA,NA,NA,8,0,0,1,6,6,0,0,4,1,2
417,1897.066,2021,"45-54","Female","Maori",4,"Employed",0,0,0,3,3,4,2,"not disabled",10,9,10,3,2,3,3,0,4,0,2,"Yes",19,2,1,NA,NA,NA,NA,NA,3,0,1,1,1,4,1,0,1,1,1
418,7308.291,2021,"55-64","Male","European/Other",4,"Employed",1,0,0,2,3,3,2,"not disabled",7,9,9,4,1,5,5,5,8,0,2,"Yes",20,1,1,NA,NA,NA,NA,NA,3,0,0,1,1,5,0,0,4,1,1
419,8514.521,2021,"15-24","Female","European/Other",1,"Not in the labour force",0,0,0,1,2,3,2,"not disabled",9,8,8,4,2,3,3,6,10,7,8,"Not Eligible",17,1,1,NA,NA,NA,NA,NA,8,1,0,2,2,1,1,0,4,99,3
420,3149.518,2021,"65+","Female","European/Other",1,"Not in the labour force",1,0,0,1,2,9,4,"Disabled",5,7,6,3,1,4,2,9,9,9,6,"No",16,2,2,NA,NA,NA,NA,NA,8,0,0,2,4,6,1,1,4,0,3
421,3049.911,2021,"35-44","Female","Maori",4,"Employed",1,1,1,2,1,5,4,"not disabled",6,6,6,4,1,2,3,8,9,7,6,"No",15,2,2,NA,NA,NA,NA,NA,4,1,0,1,2,3,1,0,1,0,1
422,1411.954,2021,"65+","Male","Maori",1,"Not in the labour force",0,0,0,2,1,2,1,"Disabled",10,10,8,2,1,4,5,7,9,10,6,"Yes",20,1,1,NA,NA,NA,NA,NA,3,1,0,1,6,6,0,1,1,1,3
423,13058.15,2021,"55-64","Male","European/Other",4,"Employed",1,0,0,2,3,1,2,"not disabled",5,7,9,2,1,5,5,8,8,6,7,"Yes",12,3,1,NA,NA,NA,NA,NA,8,0,0,1,2,5,0,0,4,1,1
424,14534.3,2021,"65+","Male","European/Other",2,"Employed",1,0,0,2,1,3,6,"Disabled",10,7,10,2,2,5,5,8,8,3,8,"Yes",16,1,1,NA,NA,NA,NA,NA,8,0,0,3,2,6,0,1,4,1,1
425,1537.543,2021,"65+","Male","Maori",3,"Employed",0,0,0,2,1,7,1,"not disabled",9,8,8,4,1,3,4,7,8,8,8,"Yes",19,1,1,NA,NA,NA,NA,NA,3,0,0,2,1,6,0,0,1,1,1
426,2813.07,2021,"15-24","Male","European/Other",2,"Employed",0,0,0,3,1,7,1,"not disabled",5,1,0,3,2,4,4,0,0,5,0,"No",12,4,2,NA,NA,NA,NA,NA,9,0,1,3,5,1,0,0,4,0,1
427,6949.07,2021,"35-44","Female","European/Other",4,"Employed",1,1,3,3,1,7,6,"not disabled",7,8,8,3,2,5,3,8,7,8,6,"Yes",15,4,2,NA,NA,NA,NA,NA,4,0,1,2,4,3,1,0,4,1,1
428,7193.502,2021,"15-24","Male","European/Other",1,"Employed",0,0,0,3,1,8,1,"not disabled",9,7,7,4,2,4,4,7,8,6,7,"No",16,1,3,NA,NA,NA,NA,NA,3,0,0,2,2,1,0,0,4,0,1
429,6864.732,2021,"25-34","Female","European/Other",1,"Employed",1,0,0,3,3,1,2,"not disabled",7,8,10,4,1,4,5,7,6,5,7,"Yes",15,1,1,NA,NA,NA,NA,NA,8,0,0,1,3,2,1,0,4,1,1
431,1024.485,2021,"35-44","Female","European/Other",2,"Not in the labour force",1,1,1,2,1,3,5,"not disabled",5,7,7,4,1,4,4,10,10,9,8,"Yes",14,3,3,NA,NA,NA,NA,NA,8,0,1,1,2,3,1,0,4,1,3
432,2264.045,2021,"65+","Male","European/Other",1,"Employed",0,0,0,3,1,10,1,"not disabled",10,10,8,3,1,5,5,7,9,6,5,"Yes",9,1,1,NA,NA,NA,NA,NA,4,0,0,2,4,6,0,0,4,1,1
433,948.3765,2021,"25-34","Female","Maori",1,"Employed",1,0,0,3,3,5,6,"not disabled",9,8,8,4,1,4,5,6,9,2,5,"Yes",15,3,2,NA,NA,NA,NA,NA,1,0,0,1,3,2,1,0,1,1,1
434,3896.554,2021,"55-64","Male","European/Other",3,"Not in the labour force",0,0,0,1,2,2,6,"not disabled",8,8,8,5,1,2,5,8,5,5,4,"Yes",18,1,1,NA,NA,NA,NA,NA,3,1,0,2,1,5,0,0,4,1,3
435,3785.039,2021,"65+","Male","European/Other",1,"Employed",0,0,0,3,1,7,3,"Disabled",1,10,10,3,1,2,4,10,10,3,9,"Yes",11,1,1,NA,NA,NA,NA,NA,3,0,0,1,2,6,0,1,4,1,1
436,2141.935,2021,"45-54","Female","European/Other",1,"Employed",1,1,2,1,3,7,1,"not disabled",6,7,9,4,1,3,4,9,10,0,7,"Yes",17,2,1,NA,NA,NA,NA,NA,1,0,0,3,2,4,1,0,4,1,1
437,2141.935,2021,"55-64","Female","European/Other",4,"Employed",1,0,0,1,3,6,6,"not disabled",4,6,7,5,1,2,5,9,10,9,7,"No",15,4,2,NA,NA,NA,NA,NA,2,0,0,1,2,5,1,0,4,0,1
438,6876.364,2021,"25-34","Female","European/Other",2,"Not in the labour force",1,1,1,3,3,5,1,"not disabled",10,8,10,3,2,4,5,8,10,6,9,"Yes",18,1,2,NA,NA,NA,NA,NA,9,0,0,1,1,2,1,0,4,1,3
439,19320.9,2021,"35-44","Female","European/Other",1,"Employed",1,0,0,3,1,9,1,"not disabled",0,10,7,4,4,2,4,1,0,0,0,"No",13,4,2,NA,NA,NA,NA,NA,8,0,0,1,4,3,1,0,4,0,1
440,1478.644,2021,"55-64","Male","European/Other",3,"Not in the labour force",0,0,0,2,2,2,1,"not disabled",7,8,8,5,1,4,5,7,9,4,5,"Yes",18,2,1,NA,NA,NA,NA,NA,3,0,0,2,2,5,0,0,4,1,3
441,6721.88,2021,"65+","Female","European/Other",3,"Employed",0,0,0,2,1,6,1,"not disabled",8,9,9,4,1,2,4,4,8,0,4,"Yes",19,1,1,NA,NA,NA,NA,NA,8,0,0,1,1,6,1,0,4,1,1
442,5779.177,2021,"55-64","Female","European/Other",1,"Employed",0,0,0,2,3,2,1,"not disabled",10,8,9,5,1,4,5,8,8,7,8,"Yes",20,2,1,NA,NA,NA,NA,NA,4,0,0,2,2,5,1,0,4,1,1
443,2964.052,2021,"25-34","Female","European/Other",4,"Not in the labour force",1,0,0,1,2,4,5,"not disabled",4,8,7,4,1,3,4,6,5,3,5,"No",18,1,1,NA,NA,NA,NA,NA,9,0,0,1,2,2,1,0,4,0,3
444,3892.513,2021,"65+","Male","European/Other",2,"Employed",1,0,0,2,2,2,2,"not disabled",4,10,10,4,1,1,4,7,9,7,8,"Yes",20,2,2,NA,NA,NA,NA,NA,8,0,0,1,2,6,0,0,4,1,1
445,7260.523,2021,"45-54","Male","European/Other",3,"Employed",0,0,0,2,1,9,6,"not disabled",3,4,7,2,1,2,3,5,6,4,0,"Yes",11,2,2,NA,NA,NA,NA,NA,3,0,0,2,4,4,0,0,4,1,1
446,1185.057,2021,"15-24","Female","Maori",2,"Employed",0,0,0,3,3,9,1,"not disabled",5,7,7,3,3,3,4,7,10,2,9,"Yes",18,1,1,NA,NA,NA,NA,NA,2,0,1,2,2,1,1,0,1,1,1
447,1293.646,2021,"65+","Female","European/Other",1,"Not in the labour force",0,0,0,2,1,1,6,"not disabled",8,9,8,2,1,4,5,8,8,7,8,"Yes",18,1,1,NA,NA,NA,NA,NA,2,0,0,3,2,6,1,0,4,1,3
448,1777.312,2021,"55-64","Female","European/Other",1,"Employed",1,0,0,2,3,8,1,"Disabled",7,9,9,3,1,3,4,7,8,7,6,"Yes",17,1,1,NA,NA,NA,NA,NA,3,0,0,2,4,5,1,1,4,1,1
449,444.5535,2021,"35-44","Female","Maori",3,"Not in the labour force",1,0,0,1,3,5,1,"not disabled",7,6,6,3,1,2,4,6,7,2,5,"Yes",15,1,1,NA,NA,NA,NA,NA,5,0,0,4,3,3,1,0,1,1,3
450,2087.904,2021,"55-64","Male","Asian",4,"Employed",1,1,1,1,2,9,2,"not disabled",6,4,5,2,3,5,3,6,8,4,7,"Yes",9,3,2,NA,NA,NA,NA,NA,1,0,1,1,3,5,0,0,3,1,1
451,1444.375,2021,"45-54","Male","European/Other",1,"Not in the labour force",1,0,0,1,3,7,6,"not disabled",7,8,8,3,1,4,3,5,8,8,6,"Yes",13,2,2,NA,NA,NA,NA,NA,4,0,1,1,1,4,0,0,4,1,3
452,3222.255,2021,"55-64","Male","European/Other",4,"Employed",1,0,0,1,3,2,1,"not disabled",8,8,9,2,1,3,5,10,10,6,7,"Yes",17,1,1,NA,NA,NA,NA,NA,8,0,0,2,4,5,0,0,4,1,1
453,1284.941,2021,"35-44","Female","European/Other",4,"Employed",1,0,0,2,3,2,2,"not disabled",5,9,9,4,1,4,5,8,10,5,7,"Yes",17,1,2,NA,NA,NA,NA,NA,3,0,0,1,1,3,1,0,4,1,1
454,1326.94,2021,"55-64","Male","European/Other",4,"Not in the labour force",1,0,0,3,3,1,4,"not disabled",7,9,7,3,1,4,4,8,9,4,7,"No",18,99,1,NA,NA,NA,NA,NA,9,0,0,1,3,5,0,0,4,0,3
455,1326.94,2021,"35-44","Male","European/Other",1,"Not in the labour force",1,1,1,1,2,8,6,"not disabled",2,3,4,5,1,4,4,8,9,7,7,"Yes",6,4,1,NA,NA,NA,NA,NA,3,0,1,2,5,3,0,0,4,1,3
456,8539.417,2021,"65+","Female","European/Other",4,"Employed",1,0,0,1,3,6,6,"not disabled",8,8,9,5,2,3,4,7,6,3,5,"Yes",20,1,1,NA,NA,NA,NA,NA,3,0,0,1,2,6,1,0,4,1,1
457,9524.48,2021,"65+","Male","European/Other",1,"Employed",0,0,0,3,1,9,2,"not disabled",10,8,10,4,1,2,5,10,10,8,8,"Yes",14,2,1,NA,NA,NA,NA,NA,3,0,0,1,2,6,0,0,4,1,1
458,1777.377,2021,"65+","Female","European/Other",1,"Not in the labour force",0,0,0,2,1,9,1,"not disabled",5,7,8,3,2,3,4,8,10,7,6,"Yes",20,1,1,NA,NA,NA,NA,NA,3,0,0,2,5,6,1,0,4,1,3
459,465.6429,2021,"25-34","Female","Pacific",1,"Employed",0,0,0,1,3,9,2,"not disabled",0,7,7,4,1,3,5,5,8,2,6,"Yes",12,1,1,NA,NA,NA,NA,NA,8,1,0,3,3,2,1,0,2,1,1
461,1722.53,2021,"55-64","Male","European/Other",2,"Not in the labour force",1,0,0,1,3,6,1,"not disabled",8,10,10,3,1,3,3,3,7,0,0,"Yes",14,1,1,NA,NA,NA,NA,NA,3,1,1,1,1,5,0,0,4,1,3
462,4027.946,2021,"65+","Female","European/Other",3,"Employed",1,0,0,1,1,7,6,"Disabled",8,7,7,3,1,3,5,8,8,7,4,"Yes",20,1,1,NA,NA,NA,NA,NA,4,0,0,2,4,6,1,1,4,1,1
463,2669.95,2021,"55-64","Female","European/Other",1,"Employed",0,0,0,3,1,10,1,"not disabled",8,8,10,5,1,5,5,8,9,7,9,"Yes",18,4,2,NA,NA,NA,NA,NA,4,1,0,3,2,5,1,0,4,1,1
464,1158.291,2021,"35-44","Male","Asian",3,"Employed",1,1,2,1,3,1,1,"not disabled",10,7,10,3,1,4,5,7,7,6,4,"Yes",20,2,1,NA,NA,NA,NA,NA,3,0,0,1,2,3,0,0,3,1,1
465,16808.17,2021,"35-44","Male","European/Other",4,"Employed",1,1,2,1,3,1,1,"not disabled",8,9,9,5,1,4,5,9,10,6,8,"Yes",17,1,2,NA,NA,NA,NA,NA,3,0,0,1,3,3,0,0,4,1,1
466,1446.851,2021,"35-44","Male","European/Other",4,"Not in the labour force",1,1,1,3,3,2,4,"not disabled",5,5,5,3,1,5,3,10,8,5,5,"No",11,4,3,NA,NA,NA,NA,NA,8,1,1,3,2,3,0,0,4,0,3
467,4065.496,2021,"25-34","Male","European/Other",1,"Employed",1,1,1,3,3,9,2,"not disabled",4,8,8,3,1,4,4,10,10,7,10,"Yes",10,4,3,NA,NA,NA,NA,NA,5,1,1,1,4,2,0,0,4,1,1
468,1539.464,2021,"55-64","Male","Maori",1,"Employed",1,0,0,3,1,10,3,"Disabled",6,8,10,2,1,1,5,1,8,2,8,"Yes",8,2,1,NA,NA,NA,NA,NA,1,0,0,1,3,5,0,1,1,1,1
469,1384.882,2021,"65+","Male","Maori",1,"Employed",0,0,0,2,3,7,3,"not disabled",10,10,10,4,4,4,5,10,10,7,10,"Yes",11,2,1,NA,NA,NA,NA,NA,8,0,0,1,1,6,0,0,1,1,1
470,19005.59,2021,"15-24","Female","European/Other",2,"Employed",0,0,0,3,2,9,3,"not disabled",10,8,9,3,1,4,5,4,5,1,1,"No",13,3,2,NA,NA,NA,NA,NA,8,0,1,2,3,1,1,0,4,0,1
471,1481.262,2021,"65+","Male","European/Other",2,"Not in the labour force",0,0,0,2,1,8,1,"not disabled",6,10,10,4,1,4,5,8,10,6,7,"Yes",19,1,1,NA,NA,NA,NA,NA,3,0,0,1,2,6,0,0,4,1,3
472,611.0309,2021,"55-64","Female","Maori",1,"Not in the labour force",1,0,0,1,3,4,1,"not disabled",6,8,10,4,1,3,5,6,7,1,1,"Yes",16,1,2,NA,NA,NA,NA,NA,3,0,0,1,2,5,1,0,1,1,3
473,9307.352,2021,"35-44","Female","European/Other",3,"Employed",1,1,2,3,3,1,1,"not disabled",4,8,8,3,2,4,5,7,10,2,2,"Yes",20,2,3,NA,NA,NA,NA,NA,4,0,1,1,3,3,1,0,4,1,1
474,6892.95,2021,"45-54","Female","European/Other",4,"Employed",1,1,2,3,3,6,1,"not disabled",10,8,7,3,1,4,4,8,9,6,8,"Yes",18,3,1,NA,NA,NA,NA,NA,3,0,0,1,2,4,1,0,4,1,1
475,1317.438,2021,"35-44","Female","European/Other",4,"Not in the labour force",1,1,2,3,3,2,2,"not disabled",6,7,7,4,1,2,3,3,4,0,2,"No",11,2,2,NA,NA,NA,NA,NA,9,0,0,2,2,3,1,0,4,0,3
476,1298.472,2021,"15-24","Male","Maori",1,"Employed",1,0,0,3,1,9,1,"not disabled",8,8,8,3,3,4,5,8,6,6,6,"Yes",8,3,3,NA,NA,NA,NA,NA,4,0,0,2,1,1,0,0,1,1,1
477,4738.943,2021,"65+","Female","European/Other",1,"Employed",0,0,0,3,1,9,3,"not disabled",10,10,10,4,1,5,4,5,10,5,8,"Yes",13,3,1,NA,NA,NA,NA,NA,8,0,0,2,2,6,1,0,4,1,1
478,4738.943,2021,"35-44","Male","European/Other",3,"Employed",1,0,0,1,2,7,6,"not disabled",4,10,9,3,1,2,3,8,9,7,9,"Yes",17,1,1,NA,NA,NA,NA,NA,3,1,0,1,2,3,0,0,4,1,1
479,985.3992,2021,"65+","Female","Maori",2,"Not in the labour force",1,0,0,2,1,2,6,"not disabled",9,9,10,3,1,2,4,8,8,5,7,"Yes",20,1,1,NA,NA,NA,NA,NA,4,0,0,1,3,6,1,0,1,1,3
480,22320.36,2021,"35-44","Male","European/Other",1,"Employed",1,1,1,1,3,2,1,"not disabled",8,9,9,4,1,3,5,7,9,4,2,"Yes",13,1,2,NA,NA,NA,NA,NA,4,0,0,1,2,3,0,0,4,1,1
481,11602.23,2021,"65+","Male","European/Other",3,"Employed",0,0,0,2,1,9,6,"not disabled",10,10,10,5,3,4,5,6,8,5,4,"Yes",20,1,1,NA,NA,NA,NA,NA,8,0,0,1,1,6,0,0,4,1,1
482,1092.466,2021,"65+","Female","European/Other",4,"Not in the labour force",1,0,0,3,2,5,1,"not disabled",8,10,10,5,1,3,5,8,8,8,7,"Yes",20,1,1,NA,NA,NA,NA,NA,3,0,0,1,1,6,1,0,4,1,3
483,1391.76,2021,"55-64","Female","Maori",3,"Employed",1,1,1,3,3,4,6,"not disabled",4,7,7,2,1,3,3,8,8,4,4,"Yes",14,4,1,NA,NA,NA,NA,NA,9,0,0,2,4,5,1,0,1,1,1
484,1465.992,2021,"25-34","Male","European/Other",1,"Not in the labour force",1,0,0,3,3,4,5,"not disabled",7,8,8,5,1,4,5,7,8,5,7,"No",12,2,2,NA,NA,NA,NA,NA,8,0,1,2,1,2,0,0,4,0,3
485,1767.177,2021,"35-44","Male","European/Other",3,"Employed",0,0,0,1,2,7,1,"not disabled",6,8,7,4,2,3,4,5,9,2,6,"Yes",16,2,1,NA,NA,NA,NA,NA,5,0,1,2,3,3,0,0,4,1,1
486,913.5418,2021,"55-64","Female","European/Other",4,"Not in the labour force",1,0,0,2,1,6,6,"not disabled",7,8,8,2,1,3,5,8,8,2,8,"Yes",6,1,1,NA,NA,NA,NA,NA,3,0,1,1,2,5,1,0,4,1,3
487,739.2375,2021,"55-64","Male","Maori",1,"Employed",1,0,0,1,3,7,1,"not disabled",10,9,10,3,1,3,4,8,10,7,8,"Yes",20,1,1,NA,NA,NA,NA,NA,4,0,0,1,2,5,0,0,1,1,1
488,211.4742,2021,"65+","Female","Maori",4,"Not in the labour force",1,0,0,2,3,3,5,"not disabled",4,8,8,3,1,2,4,6,8,4,5,"Yes",14,2,1,NA,NA,NA,NA,NA,3,0,0,1,3,6,1,0,1,1,3
489,1335.825,2021,"25-34","Female","Maori",2,"Employed",0,0,0,2,3,5,1,"not disabled",7,7,6,3,1,4,4,8,8,0,2,"Yes",13,3,2,NA,NA,NA,NA,NA,3,0,1,1,3,2,1,0,1,1,1
